VIDEO_ID,VIDEO_LENGTH_MINUTES,MODULE_INSTANCE_ID
V000020653,103,I2302457
V000005180,50,I2302457
V000013405,103,I2302500
V000018763,99,I2302500
V000015316,93,I2302500
V000004179,53,I2300008
V000030056,58,I2302340
V000019111,60,I2300008
V000029502,55,I2300008
V000009653,56,I2300008
V000001140,53,I2300008
V000026194,58,I2300008
V000015414,55,I2300008
V000013030,54,I2300040
V000012210,43,I2300991
V000001379,53,I2300991
V000023735,50,I2300991
V000029773,50,I2300991
V000008698,34,I2300991
V000008764,50,I2300008
V000011100,55,I2302340
V000008458,57,I2302340
V000008702,49,I2302137
V00000072,56,I2302137
V000028611,53,I2302137
V000011367,50,I2302137
V000012481,50,I2302137
V000026705,51,I2302137
V000010904,52,I2302137
V000022514,51,I2302137
V000027773,54,I2301364
V000014600,50,I2301364
V000001898,52,I2301364
V000015724,50,I2301601
V000004303,49,I2301364
V000001320,53,I2301364
V000027881,53,I2301364
V000018034,54,I2301364
V000017919,49,I2301364
V000005769,56,I2301364
V000001006,49,I2301364
V000015983,48,I2300188
V000021026,54,I2300020
V000012305,52,I2300851
V000006373,53,I2300020
V000027111,52,I2300851
V000029984,51,I2300020
V000009512,53,I2300851
V000007756,49,I2300020
V000024003,51,I2300851
V000021039,49,I2300851
V000026591,50,I2300851
V000011095,50,I2300851
V000028036,50,I2300851
V000001831,51,I2301300
V000013554,53,I2301300
V000011754,52,I2301300
V000001554,49,I2301300
V000012999,51,I2301300
V000009168,49,I2301300
V000001763,53,I2300020
V000008449,51,I2300020
V000029078,49,I2300020
V000011185,49,I2301300
V000013678,51,I2300020
V000006768,53,I2301300
V000023431,52,I2302235
V000016246,51,I2302235
V000012401,55,I2300020
V000011196,54,I2300020
V000005977,53,I2300020
V000022194,58,I2300020
V000014173,57,I2300020
V000025451,52,I2300020
V000016431,53,I2300020
V000020862,56,I2300020
V000029496,55,I2300020
V000018837,53,I2300851
V000028540,49,I2300851
V000028896,55,I2300851
V000012423,56,I2300851
V000002393,51,I2300851
V000006664,53,I2300851
V000026288,53,I2300851
V000021380,51,I2300851
V000017943,51,I2300580
V000023257,46,I2300580
V000002194,45,I2300580
V000022112,46,I2300580
V000027993,48,I2300580
V000006382,53,I2300580
V000018555,48,I2300580
V000013467,37,I2300580
V000027420,60,I2300580
V000023680,57,I2301458
V000024800,32,I2301458
V00000132,53,I2301300
V000023538,48,I2301601
V000023660,53,I2301601
V000014839,46,I2301601
V000012134,55,I2301601
V000015321,53,I2301601
V000002392,53,I2301601
V000028075,57,I2301890
V000013881,51,I2302333
V000021590,59,I2301890
V000020246,37,I2302333
V000009612,54,I2301890
V000025851,50,I2302333
V000010631,53,I2301890
V000021726,53,I2301890
V000013244,54,I2301890
V000028070,43,I2300145
V000028392,49,I2300145
V000003607,47,I2300145
V000026119,34,I2302595
V000019526,49,I2302595
V000015803,53,I2302595
V000005444,50,I2302595
V000011663,51,I2302595
V000013446,53,I2302595
V000022539,50,I2302595
V000018040,51,I2302595
V000003618,54,I2302235
V000016925,47,I2302235
V000011274,53,I2302235
V000003436,47,I2302235
V000003718,50,I2302670
V000008562,49,I2302670
V000023106,34,I2302670
V000021336,52,I2302670
V000004650,53,I2302670
V000019332,51,I2302670
V000014290,51,I2302670
V000028657,48,I2302670
V000030265,51,I2302670
V000013690,51,I2302037
V000012493,50,I2302037
V000019236,59,I2300198
V000027835,58,I2300789
V000022986,41,I2301524
V000012884,44,I2300587
V000007457,47,I2300587
V000022390,54,I2300188
V000009040,44,I2300188
V000001095,54,I2300188
V000008451,50,I2302373
V000021519,46,I2302373
V000011869,46,I2302373
V000007860,45,I2302373
V000007588,53,I2302670
V000014102,52,I2302670
V000001186,49,I2302670
V000002186,48,I2302670
V000023845,46,I2302670
V000007102,32,I2302670
V000012701,52,I2302670
V000009855,51,I2302670
V000012762,50,I2302670
V000008791,51,I2302046
V000009548,48,I2302046
V000023212,60,I2302046
V000009536,49,I2302046
V000009410,50,I2302046
V000020192,49,I2302046
V000006043,50,I2302046
V000004136,49,I2302046
V000010666,46,I2302046
V000020544,50,I2302046
V000016510,50,I2302046
V000007255,52,I2302046
V000001924,50,I2302046
V000010062,51,I2302046
V000028826,50,I2302046
V000026075,49,I2302046
V000017440,49,I2302046
V000016539,50,I2302046
V000017183,48,I2302046
V000020361,50,I2302046
V000023083,50,I2302046
V000002378,49,I2302046
V000021839,49,I2302046
V000006370,50,I2302046
V000002405,55,I2300198
V000010185,48,I2300198
V000027839,53,I2302235
V000027542,48,I2302373
V000030072,31,I2301524
V000001820,107,I2302333
V000013891,53,I2302373
V000020184,46,I2302235
V000011151,52,I2300816
V000019274,53,I2300816
V000025345,50,I2301601
V000004564,50,I2301601
V000024191,51,I2301601
V000028250,46,I2300188
V000019763,50,I2300188
V000025297,49,I2300188
V000020276,49,I2300188
V000013913,43,I2301364
V000015047,53,I2300188
V000016682,50,I2301364
V000022057,50,I2301364
V000022689,49,I2301364
V000013461,46,I2301364
V000020976,53,I2300816
V000014405,54,I2300816
V000022678,51,I2300816
V000018018,51,I2300816
V000018950,60,I2300816
V000001227,50,I2300816
V000023770,50,I2300816
V000006204,52,I2300816
V000029473,50,I2302670
V000012020,47,I2302670
V000008001,56,I2302373
V000006486,45,I2302373
V000003422,53,I2302373
V000006391,50,I2302373
V000008669,51,I2302373
V000017665,50,I2302373
V000024459,52,I2302373
V000005510,53,I2302373
V000023520,51,I2302373
V000025741,48,I2302373
V000020460,50,I2302373
V000026489,49,I2302373
V000018361,52,I2302373
V000017040,59,I2302373
V000012727,47,I2302373
V000021526,49,I2302373
V000029359,49,I2302373
V000022378,49,I2302595
V000029615,52,I2302595
V000013724,46,I2300198
V000021320,51,I2300198
V000003773,48,I2300198
V000018519,42,I2302333
V000016251,48,I2302373
V000011712,48,I2302670
V000020864,51,I2302670
V000004603,50,I2302670
V000014426,52,I2302670
V000025211,48,I2302670
V000001181,52,I2302037
V000006842,53,I2302037
V000026517,52,I2302037
V000028419,52,I2302037
V000019917,52,I2302037
V00000557,52,I2302037
V000002902,43,I2302670
V000005380,46,I2302670
V000019077,49,I2302670
V000008224,45,I2300198
V000026549,40,I2300198
V000020770,49,I2300145
V000020173,49,I2300145
V000028418,48,I2300145
V000029143,48,I2300145
V000018326,48,I2300145
V000003027,54,I2302235
V000029934,54,I2302235
V000017396,50,I2300145
V000007930,49,I2300145
V000017354,50,I2300145
V000026813,52,I2300145
V000015521,40,I2300145
V000016730,50,I2300145
V000017209,46,I2302670
V000016434,51,I2301300
V000015516,53,I2300851
V000013458,53,I2300851
V000014397,54,I2300020
V000025014,51,I2300020
V000027538,51,I2300020
V000012467,55,I2300020
V000001499,49,I2300020
V000022853,53,I2300851
V000018920,54,I2300020
V000024195,52,I2300851
V000027587,52,I2302037
V000008065,52,I2302037
V000021428,52,I2300816
V000025774,48,I2301890
V000010030,55,I2301890
V000008468,59,I2301890
V000009973,54,I2301890
V000011792,54,I2301890
V000017645,55,I2301890
V000010129,55,I2301890
V000010940,55,I2301890
V000016010,55,I2301890
V000010785,58,I2301890
V000005188,46,I2302670
V000019493,51,I2302670
V000006933,54,I2302670
V00000455,51,I2302670
V000024235,52,I2302670
V000014410,50,I2302670
V000026820,52,I2302670
V000024760,54,I2302670
V000003927,48,I2302670
V000008380,52,I2300816
V000018455,51,I2300816
V000017073,54,I2300816
V000009085,55,I2300816
V000015682,28,I2302333
V000028462,50,I2302595
V000003705,51,I2302595
V00000662,55,I2302595
V00000276,48,I2302595
V000013560,48,I2302595
V00000356,52,I2302595
V000004467,50,I2302595
V000014623,52,I2302037
V000016388,44,I2302037
V000018367,52,I2302235
V000004958,54,I2302235
V000001301,51,I2302670
V000027920,44,I2302670
V000010840,51,I2302670
V000018210,50,I2302670
V000006947,50,I2302670
V000022635,53,I2302670
V000019673,52,I2302235
V000012946,51,I2300476
V000026697,52,I2300476
V000027216,54,I2300476
V000016853,54,I2300476
V000014641,52,I2300476
V000003413,54,I2300476
V000005574,55,I2300476
V000027657,48,I2300145
V000012959,47,I2300145
V00000806,47,I2300145
V000018809,55,I2300476
V00000879,52,I2300476
V000006416,54,I2300476
V000011473,53,I2300476
V000021115,54,I2300476
V000009683,46,I2300476
V000020342,54,I2300476
V000005654,56,I2300476
V000029691,53,I2302235
V000012860,52,I2302235
V000011803,52,I2302235
V000007491,54,I2302235
V000021910,54,I2302037
V000003281,52,I2302037
V000009464,51,I2302037
V000001338,49,I2302037
V000029067,50,I2302037
V000010327,37,I2302037
V000020274,50,I2300816
V000028260,47,I2300816
V000029425,51,I2301890
V000028475,54,I2300816
V000026486,58,I2301890
V000005939,53,I2300816
V000004267,56,I2301890
V000022432,53,I2300816
V000024827,55,I2301890
V00000571,47,I2300816
V000008243,56,I2301890
V000023238,50,I2300816
V000006008,57,I2301890
V000017598,56,I2301890
V000010921,55,I2301890
V000026522,53,I2301890
V000009640,56,I2301890
V000008804,51,I2302037
V000013498,51,I2302037
V000019735,51,I2302037
V000020931,53,I2302037
V000013685,52,I2302037
V000006797,52,I2302037
V000027787,47,I2302037
V000004322,50,I2302037
V000022111,55,I2302235
V000023610,51,I2302235
V000015854,46,I2302235
V000015776,53,I2302235
V000020826,49,I2302595
V000028422,54,I2302595
V000020389,54,I2302595
V000009256,49,I2302595
V000025758,52,I2302595
V000016665,51,I2302595
V000009677,52,I2302595
V000012967,52,I2302595
V000024675,53,I2302595
V000029658,48,I2302670
V000011786,45,I2302373
V000022433,50,I2302670
V000009701,50,I2302373
V000020077,52,I2302373
V000010596,49,I2300145
V000019955,36,I2302333
V000007220,60,I2300900
V000006227,93,I2301272
V000014337,120,I2301272
V000005737,105,I2301272
V000012892,120,I2301272
V000025688,115,I2301272
V000018050,102,I2301272
V000026815,111,I2301272
V000023436,92,I2301272
V000027862,171,I2301615
V000023332,167,I2301615
V000003772,158,I2301615
V000008134,74,I2301615
V000009614,150,I2300955
V000017812,180,I2300614
V000006311,46,I2300524
V000027345,180,I2300568
V000007925,6,I2301535
V000027567,5,I2301535
V00000491,133,I2302227
V000019801,100,I2302227
V000029269,103,I2301835
V000009500,54,I2300040
V000004313,56,I2302235
V000005522,54,I2302235
V000012211,51,I2302235
V000003313,55,I2300040
V000012978,57,I2300040
V000006239,60,I2300040
V000008742,54,I2300040
V000025751,54,I2300040
V000004857,57,I2300040
V000016187,139,I2301765
V000005204,125,I2301765
V000016327,171,I2301765
V000009758,168,I2301765
V000022018,101,I2301765
V000005954,51,I2300040
V000024446,56,I2300040
V000014836,48,I2300040
V000006878,59,I2300040
V000014545,57,I2300040
V000014949,58,I2300040
V000018250,60,I2302037
V000027719,60,I2301890
V000027702,48,I2301593
V000011925,38,I2301593
V00000837,1,I2301639
V000029069,6,I2300071
V000001497,1,I2301639
V00000318,1,I2300074
V000029050,6,I2301472
V000001796,8,I2301613
V000022744,13,I2301236
V000013455,6,I2302674
V000023004,71,I2301461
V000028089,67,I2301461
V000003018,137,I2301461
V000023105,62,I2301461
V000005470,68,I2301461
V000014612,46,I2301461
V000025298,60,I2301461
V00000815,64,I2301461
V000029082,6,I2301472
V000024485,6,I2302674
V000006713,117,I2302457
V000002185,135,I2302030
V000015106,114,I2302030
V000017327,132,I2302030
V00000531,123,I2302030
V000003678,114,I2302030
V000016201,99,I2302030
V000007053,98,I2302030
V000018087,104,I2302030
V000006686,113,I2302030
V000014242,99,I2302030
V000014379,131,I2302030
V000001678,77,I2302030
V000010069,74,I2302030
V000002464,87,I2302314
V000009091,102,I2302314
V000015997,100,I2302314
V000020381,85,I2302314
V000003082,8,I2301613
V000027037,110,I2302314
V000012089,91,I2302314
V000025645,1,I2301639
V000003714,100,I2300644
V000029123,122,I2300644
V000005514,100,I2300644
V000021159,80,I2300644
V000014251,105,I2300644
V000009448,115,I2300644
V000018214,53,I2300644
V000017745,108,I2300644
V000024146,127,I2300644
V000002970,128,I2302030
V000010782,127,I2302030
V000010738,92,I2302030
V000018729,96,I2302030
V000003252,143,I2302030
V000009843,5,I2302263
V000016762,7,I2300329
V000030154,4,I2301979
V000022785,3,I2301680
V000014522,15,I2301236
V000005580,3,I2301680
V000014100,6,I2300071
V000002825,6,I2300071
V000018572,1,I2300074
V000015865,5,I2302263
V000020989,6,I2300329
V000027774,10,I2300644
V000018962,105,I2300644
V000009403,98,I2300644
V000016376,59,I2300644
V000019197,1,I2301639
V000001690,1,I2301639
V000017281,15,I2302467
V000027457,60,I2300593
V000023907,29,I2300575
V000020440,52,I2302092
V000025341,50,I2302092
V000019765,120,I2301272
V000003753,51,I2302382
V000008787,55,I2302382
V000001983,52,I2302382
V000004486,52,I2302382
V000015738,54,I2302382
V000007835,44,I2302382
V000019355,52,I2301885
V000022100,54,I2300908
V000013886,54,I2300908
V000026601,52,I2300908
V000007376,52,I2300908
V000012773,51,I2302382
V000011326,55,I2300908
V000019962,60,I2302382
V000009305,54,I2300908
V000015731,48,I2302382
V000005258,51,I2302382
V000019146,52,I2302382
V000012464,53,I2302382
V000025371,50,I2302382
V000015020,51,I2302382
V000005150,51,I2302382
V000008583,44,I2301814
V000009119,49,I2301814
V000007416,53,I2301814
V000030264,51,I2301814
V000021760,49,I2301814
V000020909,48,I2301814
V000019761,48,I2301814
V000003907,50,I2301814
V000025961,49,I2301814
V000019936,55,I2301814
V000016796,53,I2302122
V000002241,50,I2302122
V000019738,50,I2302122
V000004150,52,I2302122
V000019532,47,I2302122
V000026294,52,I2302122
V000030362,51,I2302122
V000027799,51,I2302122
V000028411,50,I2302122
V000007615,49,I2302122
V000017088,49,I2302122
V000005859,49,I2302122
V000004038,49,I2302451
V000013444,48,I2302451
V000023685,52,I2301885
V000015515,51,I2301885
V000009059,52,I2301885
V000007288,52,I2301885
V000024073,53,I2300371
V000006782,46,I2300371
V000024125,49,I2300371
V000010454,53,I2300371
V000029690,40,I2300371
V000015487,45,I2300371
V00000933,53,I2300371
V000007942,53,I2300371
V000015245,49,I2301885
V000004582,51,I2301885
V000024738,57,I2301885
V000011344,54,I2300908
V000007447,52,I2301885
V000029522,53,I2301885
V000016804,55,I2301885
V000023365,53,I2302122
V000012716,52,I2300908
V000020339,51,I2300908
V000006349,52,I2302451
V000018039,53,I2302451
V000013316,50,I2302451
V000026874,51,I2302451
V000001376,50,I2302451
V000028862,47,I2302451
V000026811,49,I2302451
V000004255,52,I2302451
V000010541,51,I2302451
V000020374,52,I2302451
V000019835,47,I2302122
V000011089,52,I2302451
V000021698,50,I2300919
V000004429,52,I2300919
V000006561,52,I2300919
V000013277,45,I2300919
V000002288,49,I2300919
V000005894,44,I2300919
V000019884,34,I2300919
V000016231,53,I2300919
V000024981,52,I2300919
V000006470,49,I2300134
V000003576,53,I2302451
V000013193,52,I2302451
V000022684,60,I2302451
V00000584,46,I2302451
V000007878,51,I2302451
V000029559,49,I2302451
V000012986,52,I2300919
V000020590,43,I2300919
V000029208,49,I2300919
V000008425,15,I2301236
V000009201,71,I2300308
V000016451,35,I2300308
V000006581,3,I2301054
V000016644,4,I2300145
V00000238,8,I2300145
V000006802,2,I2301054
V000001688,40,I2301471
V000023761,31,I2301471
V00000448,48,I2301471
V000006958,87,I2301471
V000013601,33,I2301471
V00000376,81,I2301471
V000006570,61,I2301471
V000004786,76,I2301471
V000025735,71,I2301471
V000028421,100,I2301471
V000002363,68,I2301471
V000008151,21,I2301471
V000020122,68,I2301471
V000030190,39,I2301471
V000014054,149,I2301471
V000013165,2,I2301680
V000004957,5,I2302263
V000011442,5,I2302263
V000018032,10,I2301190
V000002938,20,I2301190
V000001792,37,I2301190
V000011232,22,I2301190
V000014988,12,I2301190
V000015993,112,I2300184
V000007328,105,I2300184
V000007402,180,I2300860
V000004372,109,I2300184
V000020807,108,I2300184
V000008944,122,I2300184
V000012408,107,I2300184
V000005057,114,I2300184
V000021444,141,I2300184
V000019874,51,I2300184
V000008005,59,I2300184
V000019520,98,I2300184
V000025087,98,I2300184
V000029625,94,I2300184
V000030349,91,I2300184
V000024259,59,I2300184
V000030194,60,I2300184
V000003277,98,I2300184
V000025505,97,I2300184
V000018703,105,I2300184
V000004282,93,I2300184
V000019386,47,I2300184
V000026579,53,I2300184
V000003079,166,I2300184
V000026581,116,I2300184
V000030010,104,I2300184
V000009079,65,I2300184
V000027873,48,I2300184
V000015024,84,I2302671
V000027189,90,I2302671
V000013549,94,I2302671
V000011443,91,I2302671
V000017372,94,I2302671
V000005734,115,I2302671
V000018064,76,I2302671
V000023327,76,I2300427
V000014479,80,I2300427
V000017264,71,I2300427
V000013540,71,I2300427
V000006527,89,I2302671
V000005971,145,I2302671
V000022548,80,I2300427
V000010395,70,I2300427
V000003380,64,I2300427
V000012712,65,I2300427
V000004066,63,I2300427
V000004505,53,I2300427
V000015933,54,I2300427
V000019478,56,I2300427
V000020480,7,I2300329
V000027693,2,I2301680
V000011725,15,I2301280
V000018869,7,I2300329
V000012670,2,I2301680
V000011946,2,I2301680
V000017492,15,I2301280
V000025114,5,I2301979
V000004117,5,I2301979
V000013202,15,I2300670
V000016516,51,I2301001
V000016104,46,I2300027
V000008359,15,I2301236
V000009567,17,I2300016
V000010809,24,I2300016
V000028711,27,I2300016
V000025533,18,I2300016
V000013101,22,I2300016
V000024513,20,I2300016
V000004946,26,I2300016
V000007071,26,I2300016
V000028884,26,I2300016
V000004856,29,I2300016
V000013566,22,I2300016
V000020834,22,I2300016
V000013389,22,I2300016
V000029404,18,I2300016
V000025331,26,I2300016
V000019552,36,I2300016
V000018447,33,I2300016
V000029184,62,I2300016
V000010533,63,I2300016
V000028238,56,I2300016
V000014053,61,I2300016
V000012870,61,I2300016
V000002017,57,I2300016
V000003169,58,I2300563
V000006963,42,I2300563
V000027468,59,I2300563
V000029626,50,I2300563
V000022443,59,I2300563
V000022388,21,I2300563
V000017616,63,I2300563
V00000488,57,I2300563
V000004099,48,I2300563
V000012219,42,I2300563
V000018186,59,I2300563
V00000013,55,I2300563
V000012281,61,I2300563
V000001275,45,I2300563
V000029364,15,I2302467
V000017560,32,I2302292
V000023112,53,I2300563
V000016142,55,I2302432
V000008603,45,I2302432
V000023765,52,I2301415
V000017457,64,I2301415
V000001154,15,I2301236
V000023802,77,I2302074
V000015541,113,I2302141
V000003637,130,I2302141
V000006197,63,I2302141
V000021718,55,I2302141
V000018374,118,I2302141
V000019823,108,I2302141
V000020204,130,I2302141
V000006859,124,I2302141
V000012104,58,I2302141
V000023510,60,I2302141
V000002918,115,I2302141
V000028327,124,I2302141
V000010434,132,I2302141
V000022730,156,I2302141
V000021577,62,I2302141
V000021381,54,I2302141
V000013811,107,I2302141
V000018792,117,I2302141
V000025940,111,I2302141
V000013674,100,I2302141
V000006077,124,I2302141
V000005784,124,I2302141
V000004107,120,I2302141
V000014838,1,I2301639
V000029034,57,I2300563
V000004637,54,I2300563
V000013914,120,I2302141
V000007849,77,I2302141
V000030346,58,I2302141
V000008864,93,I2302141
V000007927,2,I2301680
V000008266,5,I2302263
V000017501,114,I2301066
V000027200,114,I2301066
V000019258,83,I2301066
V000021494,111,I2301066
V000028389,114,I2301066
V000023962,30,I2301066
V000007311,126,I2301066
V000003582,95,I2301066
V000012349,45,I2301066
V000021624,111,I2301066
V000008662,128,I2301066
V000003942,27,I2301066
V000007179,124,I2301066
V000005703,121,I2301066
V000025427,19,I2301066
V000004384,54,I2302340
V000014848,53,I2302340
V000020712,55,I2302340
V000017620,56,I2302340
V000005233,50,I2301214
V000022637,53,I2301214
V000019767,51,I2301214
V000004653,57,I2301214
V000029509,49,I2301214
V000019802,53,I2301214
V000006074,53,I2301214
V000026301,56,I2301214
V000022324,53,I2300991
V000025673,52,I2300991
V000008563,57,I2300991
V000015567,54,I2300991
V000010464,57,I2300991
V000003304,56,I2300991
V000028009,57,I2300991
V000008322,57,I2300991
V000009189,57,I2300991
V000016293,57,I2300991
V000016360,55,I2300991
V000011608,56,I2300991
V000011798,54,I2300008
V000014072,59,I2300991
V000001866,56,I2300008
V000029675,56,I2300991
V000026366,59,I2300008
V000010480,58,I2300008
V000001896,54,I2300008
V000018512,55,I2300008
V000025964,57,I2300008
V000028804,53,I2300008
V000028714,53,I2300008
V000023267,58,I2300008
V000005662,58,I2300008
V000024985,56,I2300008
V000004181,54,I2300008
V000015070,113,I2302500
V000008722,113,I2302457
V000001865,120,I2302457
V000001878,99,I2302457
V00000453,110,I2302457
V000017384,113,I2302500
V000021049,120,I2302457
V000021488,108,I2302457
V000025632,102,I2302457
V000012771,113,I2302500
V000013939,52,I2302165
V000020593,50,I2300476
V000029662,47,I2300476
V000029932,47,I2300476
V000021995,49,I2300476
V000005890,49,I2300476
V000003770,51,I2300476
V000002215,52,I2300476
V000016683,53,I2300476
V000026018,60,I2300476
V00000155,52,I2300936
V000011307,46,I2300936
V000015503,60,I2300936
V000009514,53,I2300936
V000001505,37,I2300936
V00000041,57,I2300936
V000021659,49,I2300936
V000021516,54,I2300900
V000025319,47,I2300900
V000025099,60,I2300900
V000013849,54,I2300593
V000003919,52,I2300593
V000027440,54,I2300593
V000019502,116,I2300593
V000028148,95,I2300593
V000011893,104,I2300593
V000005598,120,I2300593
V000010260,54,I2300593
V000012417,118,I2300593
V000024969,51,I2300593
V000027063,52,I2300593
V000014607,55,I2301601
V000012415,48,I2302451
V000010537,46,I2302451
V000025205,52,I2301601
V000001543,60,I2301601
V000016758,44,I2300476
V000013173,34,I2302137
V00000204,51,I2302137
V000024113,53,I2302137
V000005438,50,I2302137
V000020445,50,I2302165
V00000524,40,I2302137
V000008705,50,I2302165
V000014137,7,I2300329
V000017813,7,I2300329
V000001751,7,I2300329
V000028863,8,I2301613
V000001544,1,I2301680
V000014965,3,I2301680
V000006942,5,I2302263
V000001029,110,I2302152
V000013625,101,I2302152
V000006464,88,I2301470
V000028654,95,I2301470
V000018426,106,I2302152
V000023478,88,I2302152
V000001198,59,I2302152
V000007478,24,I2302152
V000009164,110,I2302152
V000007976,107,I2302152
V000015424,94,I2301470
V000018135,91,I2301470
V000024736,105,I2302152
V000020145,97,I2302152
V000004340,67,I2302152
V000002995,53,I2302152
V000007310,83,I2302152
V000017455,77,I2302152
V000014388,70,I2301470
V000017760,95,I2301470
V000010012,101,I2302152
V000018917,100,I2302152
V000004380,56,I2302152
V000025995,54,I2302152
V000020054,98,I2302152
V000006738,96,I2302152
V000008220,97,I2301470
V000023022,108,I2301470
V000010016,97,I2302152
V000014025,107,I2302152
V000006240,64,I2302152
V000026459,58,I2302152
V000002746,110,I2302152
V00000758,107,I2302152
V000007853,95,I2301470
V000007337,101,I2301470
V000027923,100,I2302152
V000006988,111,I2302152
V000007813,58,I2302152
V000019838,63,I2302152
V000009734,157,I2300809
V000014357,161,I2300809
V000020630,136,I2300809
V000013381,156,I2300809
V00000738,119,I2300809
V000011758,135,I2300809
V000017709,137,I2300809
V000017335,149,I2300809
V000022370,143,I2300809
V000026037,49,I2301178
V000022419,55,I2301178
V000021892,102,I2300500
V000018381,74,I2300500
V000022847,116,I2300500
V000004256,107,I2300500
V000024802,86,I2300500
V000029294,69,I2300500
V000014840,63,I2300500
V000007090,95,I2300500
V000026616,73,I2300500
V000001594,14,I2301236
V000002551,15,I2301280
V000029358,14,I2301059
V000023357,9,I2301613
V000007979,7,I2301242
V000014085,123,I2302432
V000025936,121,I2302432
V000022256,121,I2302432
V000015979,120,I2302432
V000018008,13,I2301236
V000013075,2,I2301680
V000006928,121,I2302432
V000015145,125,I2302432
V000012678,62,I2302432
V000022374,53,I2302432
V000014634,116,I2302432
V000013937,122,I2302432
V000027154,42,I2302483
V000017000,106,I2302483
V000022609,5,I2301979
V000012370,133,I2302483
V000017071,46,I2302576
V000002589,71,I2301723
V000024421,32,I2301723
V000026979,70,I2300749
V000006337,88,I2301723
V000004935,54,I2301723
V000021487,59,I2301723
V000011036,54,I2301723
V000024550,97,I2302576
V000022639,30,I2300450
V000005866,12,I2300450
V000011399,13,I2301280
V000013085,99,I2302647
V000004195,116,I2300668
V000011868,212,I2300668
V000020157,106,I2302647
V000028351,85,I2302647
V000029557,97,I2300668
V000001110,128,I2300668
V000018742,108,I2302647
V000012394,78,I2302647
V000011306,180,I2301777
V000028870,181,I2301777
V000007522,180,I2301777
V000019508,183,I2301777
V000028902,15,I2301236
V000023842,14,I2301236
V000015370,64,I2302550
V000022673,208,I2302349
V000007592,64,I2302550
V000013368,199,I2302349
V000026863,57,I2302550
V000020667,61,I2302568
V000011149,103,I2300668
V000018403,112,I2300668
V000003186,91,I2302647
V000003268,96,I2302647
V000021694,109,I2300668
V000009106,112,I2300668
V000003999,106,I2302647
V000002243,100,I2302647
V000026569,114,I2300668
V000017342,65,I2302647
V000007936,116,I2301865
V000007227,211,I2302349
V000017730,60,I2302568
V000016090,60,I2302568
V000019148,51,I2302568
V000020393,79,I2301066
V000029787,60,I2302568
V000002190,62,I2302568
V000022362,65,I2302568
V000007507,63,I2300899
V000029570,72,I2302389
V000009891,66,I2302389
V000002382,67,I2301389
V000024719,59,I2301389
V000010811,66,I2301389
V000012607,69,I2301389
V000017322,100,I2301345
V000013415,84,I2301345
V000001038,83,I2301345
V000012454,82,I2301345
V000015498,93,I2301345
V000026666,85,I2301345
V000028045,82,I2301345
V000022474,83,I2301345
V000022196,82,I2301345
V000014441,82,I2301345
V000009573,83,I2301345
V000019015,80,I2301345
V000028385,60,I2302389
V000018876,51,I2302389
V000020994,87,I2301345
V000014514,77,I2301345
V000003102,71,I2301345
V000011422,61,I2301345
V000001928,99,I2301345
V000018072,78,I2301345
V000015190,82,I2301345
V000023428,81,I2301345
V000020070,56,I2301171
V000011288,5,I2301979
V000018708,65,I2301171
V000008573,66,I2301171
V000027259,60,I2300636
V000020509,54,I2300636
V000024455,1,I2301639
V000020659,2,I2301680
V000020425,119,I2302390
V000003853,291,I2302390
V000025295,121,I2302390
V000016357,123,I2302390
V000020057,56,I2302390
V000027632,120,I2302390
V000020962,104,I2302390
V000026627,103,I2302390
V000012929,109,I2302390
V000025801,105,I2302390
V000019154,106,I2302511
V000006344,83,I2302511
V000013896,115,I2302511
V000010750,121,I2302511
V00000696,123,I2302511
V000003176,118,I2302511
V000017734,135,I2302511
V000027430,119,I2302511
V000007253,9,I2302511
V000026740,11,I2302511
V000027978,8,I2302511
V000025770,3,I2302511
V000026058,5,I2302511
V000019773,19,I2302511
V000022026,12,I2302511
V000011964,8,I2302511
V000029402,3,I2302511
V000013967,7,I2302511
V000025237,18,I2302511
V00000263,12,I2302511
V000006868,10,I2302511
V000027238,7,I2302511
V000001762,12,I2302511
V000020063,3,I2301161
V000027083,12,I2301236
V000021136,52,I2302149
V000021595,78,I2302149
V000010097,69,I2302056
V000008590,7,I2301472
V000021291,63,I2300071
V000007232,58,I2300071
V000021429,15,I2301236
V000016181,37,I2300071
V000016240,113,I2300664
V000013128,102,I2300664
V000009193,90,I2300664
V000010513,75,I2300664
V000005163,88,I2300664
V000016447,101,I2300664
V000025354,86,I2300664
V000025521,86,I2300664
V000021242,100,I2300664
V000018213,87,I2300664
V000023149,77,I2300664
V000005463,90,I2300664
V000010296,27,I2300664
V000010478,21,I2300664
V000022333,90,I2300664
V000022892,62,I2300664
V000016189,90,I2300664
V000014843,75,I2300664
V000029278,79,I2300664
V000010634,88,I2300664
V000010369,102,I2300664
V000017681,101,I2300664
V000016582,62,I2300664
V000019747,54,I2300664
V000029265,139,I2300664
V000017517,98,I2300664
V000025753,92,I2300664
V000009143,94,I2300664
V000012191,85,I2300664
V000025142,111,I2300664
V000003256,84,I2300664
V000023751,92,I2300664
V00000998,86,I2300664
V000012693,99,I2300664
V000023417,91,I2300664
V000030121,93,I2300664
V000023113,3,I2301535
V000017781,6,I2302674
V000024578,6,I2301472
V000028664,69,I2300376
V000027605,7,I2301759
V000026047,110,I2302691
V000005842,195,I2302691
